Position(0) = 133.877 136.407 451.215
Position(170) = 902.59 529.84 998.438
Position(171) = 742.408 60.5713 133.434
Position(172) = 454.955 313.508 813.244
Position(173) = 955.7 336.54 548.775
Position(174) = 414.782 965.35 428.966
Position(175) = 428.193 992.486 821.822
Position(176) = 943.319 223.993 754.679
Position(177) = 857.91 77.4262 542.812
Position(178) = 616.975 131.616 127.531
Position(179) = 166.115 265.052 602.66
Position(180) = 483.884 724.072 6.44367
Position(181) = 884.883 913.949 948.032
Position(182) = 247.502 530.797 93.8832
Position(183) = 576.171 481.923 853.729
Position(184) = 154.691 736.326 504.096
Position(185) = 469.648 406.03 264.633
Position(186) = 306.645 386.049 523.336
Position(187) = 781.724 636.418 590.774
Position(188) = 656.952 803.673 93.8181
Position(189) = 871.426 103.879 423.015
Position(190) = 839.026 70.1913 198.138
Position(191) = 954.581 906.953 686.346
Position(192) = 125.185 561.977 854.107
Position(193) = 980.418 903.681 745.122
Position(194) = 184.933 461.386 653.626
Position(195) = 527.893 153.095 521.825
Position(196) = 934.682 917.884 566.64
Position(197) = 836.41 498.699 991.316
Position(198) = 981.436 454.941 271.37
Position(199) = 729.027 526.965 436.711
Position(200) = 55.7936 463.959 537.072
Position(201) = 585.175 620.472 835.486
Position(202) = 132.687 665.399 77.0693
Position(203) = 327.574 607.901 205.732
Position(204) = 197.27 591.529 331.908
Position(205) = 535.233 457.536 289.048
Position(206) = 956.841 135.276 504.775
Position(207) = 500.226 601.223 589.197
Position(208) = 144.255 609.241 120.698
Position(209) = 998.469 453.238 322.009
Position(210) = 802.519 323.099 252.793
Position(211) = 598.144 755.686 580.025
Position(212) = 57.1226 272.105 731.744
Position(213) = 671.377 314.083 678.445
Position(214) = 429.877 197.319 12.2429
Position(215) = 877.439 712.323 733.789
Position(216) = 402.963 864.097 704.383
Position(217) = 789.682 696.873 345.843
Position(218) = 651.638 835.028 749.159
Position(219) = 812.522 655.205 614.968
Position(220) = 607.123 264.614 214.595
Position(221) = 220.166 246.983 781.752
Position(222) = 680.199 917.869 846.763
Position(223) = 686.6 909.404 514.947
Position(224) = 429.762 239.311 306.234
Position(225) = 460.225 740.599 631.419
Position(226) = 253.606 282.348 389.732
Position(227) = 487.571 530.716 817.95
Position(228) = 193.269 146.842 203.634
Position(229) = 574.59 282.507 127.646
Position(230) = 494.932 692.678 429.275
Position(231) = 264.477 419.863 340.495
Position(232) = 633.21 716.848 838.454
Position(233) = 957.744 712.021 650.674
Position(234) = 529.228 689.912 709.664
Position(235) = 718.874 378.473 308.023
Position(236) = 144.553 222.989 190.647
Position(237) = 689.497 617.337 630.028
Position(238) = 912.663 435.027 829.315
Position(239) = 170.249 437.841 384.372
Position(240) = 466.228 751.44 413.375
Position(241) = 431.572 161.514 814.56
Position(242) = 303.998 873.173 612.32
Position(243) = 481.145 292.596 450.993
Position(244) = 166.342 714.865 469.65
Position(245) = 182.445 432.111 557.169
Position(246) = 148.887 318.079 915.97
Position(247) = 238.722 174.013 708.903
Position(248) = 540.402 573.825 452.899
Position(249) = 592.693 184.471 420.177
Position(250) = 893.847 433.139 673.187
Position(251) = 763.95 670.226 443.54
Position(252) = 994.459 493.199 31.8192
Position(253) = 358.766 655.834 532.275
Position(254) = 10.5378 961.312 339.151
Position(255) = 782.263 960.217 927.694
Position(256) = 258.79 72.3794 464.155
Position(257) = 360.337 958.541 836.572
Position(258) = 728.817 125.592 197.674
Position(259) = 559.685 790.124 565.761
Position(260) = 766.287 905.21 906.06
Position(261) = 753.886 506.727 781.774
Position(262) = 632.733 4.91751 352.398
Position(263) = 105.347 666.16 629.388
Position(264) = 511.716 932.161 823.085
Position(265) = 73.6984 459.554 534.533
Position(266) = 378.378 632.738 287.512
Position(267) = 311.443 428.049 177.889
Position(268) = 919.999 824.22 601.666
Position(269) = 882.647 757.426 270.62
Position(270) = 347.348 614.878 479.692
Position(271) = 571.612 847.164 443.399
Position(272) = 484.636 780.525 469.564
Position(273) = 577.726 780.817 28.324
Position(274) = 355.286 249.859 748.787
Position(275) = 763.919 594.293 814.897
Position(276) = 286.68 496.967 853.05
Position(277) = 441.086 662.725 691.041
Position(278) = 783.024 247.936 393.195
Position(279) = 753.29 612.534 368.312
Position(280) = 565.312 752.05 75.6006
Position(281) = 93.2685 764.631 429.12
Position(282) = 518.423 705.685 254.084
Position(283) = 42.9933 280.206 476.903
Position(284) = 469.908 570.134 167.494
Position(285) = 206.959 154.063 855.232
Position(286) = 354.665 568.075 703.682
Position(287) = 801.368 695.831 702.423
Position(288) = 701.518 155.493 248.448
Position(289) = 676.722 336.1 988.642
Position(290) = 372.594 723.291 968.908
Position(291) = 689.507 803.268 787.389
Position(292) = 94.2795 77.0392 160.489
Position(293) = 35.4373 711.779 649.399
Position(294) = 209.306 706.102 853.486
Position(295) = 510.03 97.7187 885.911
Position(296) = 206.942 118.177 665.836
Position(297) = 479.714 289.014 407.087
Position(298) = 804.308 525.233 712.063
Position(299) = 633.229 785.204 399.054
Position(300) = 692.163 685.059 882.162
Position(301) = 624.633 753.201 537.932
Position(302) = 818.101 57.634 496.826
Position(303) = 395.639 869.293 203.621
Position(304) = 131.417 659.421 987.785
Position(305) = 619.958 954.598 488.697
Position(306) = 896.297 873.616 706.68
Position(307) = 821.74 787.664 560.837
Position(308) = 489.233 599.624 896.643
Position(309) = 907.825 409.276 19.4985
Position(310) = 1.25041 684.784 69.964
Position(311) = 268.238 997.842 754.475
Position(312) = 31.9961 81.8018 600.137
Position(313) = 124.617 432.237 355.656
Position(314) = 992.998 535.51 249.982
Position(315) = 576.529 855.683 540.761
Position(316) = 880.69 590.329 569.443
Position(317) = 688.674 438.155 151.491
Position(318) = 534.31 262.53 890.082
Position(319) = 54.2627 182.444 387.592
Position(320) = 90.2373 979.882 840.156
Position(321) = 876.963 476.671 178.836
Position(322) = 467.133 290.409 771.634
Position(323) = 678.533 259.948 740.656
Position(324) = 251.817 411.613 306.647
Position(325) = 434.127 28.4867 25.1943
Position(326) = 863.072 303.513 696.257
Position(327) = 55.8867 825.588 575.714
Position(328) = 868.448 998.028 700.32
Position(329) = 837.612 369.562 890.367
Position(330) = 976.518 526.36 574.09
Position(331) = 500.898 74.4139 738.572
Position(332) = 572.5 213.058 996.67
Position(333) = 292.939 848.416 168.257
Position(334) = 529.085 227.138 568.926
Position(335) = 363.45 533.255 243.742
Position(336) = 28.5832 727.362 5.46312
Position(337) = 383.556 355.127 975.163
Position(338) = 631.196 628.24 528.627
Position(339) = 734.3 67.6879 598.02
Position(340) = 524.147 704.054 932.691
Position(341) = 257.572 639.691 591.3
Position(342) = 970.787 701.019 811.523
Position(343) = 655.156 271.924 348.567
Position(344) = 276.042 997.624 639.489
Position(345) = 242.771 467.959 172.963
Position(346) = 186.141 905.77 392.096
Position(347) = 124.997 324.324 476.336
Position(348) = 83.2799 6.16342 827.249
Position(349) = 242.062 412.249 451.154
Position(350) = 939.567 89.7382 74.9318
Position(351) = 972.049 569.215 5.33272
Position(352) = 28.0076 832.513 566.34
Position(353) = 752.689 644.72 358.69
Position(354) = 519.971 321.886 935.406
Position(355) = 363.972 59.9095 280.974
Position(356) = 822.023 44.1609 125.657
Position(357) = 31.2566 853.306 583.641
Position(358) = 472.992 964.813 927.444
Position(359) = 244.742 226.424 951.227
Position(360) = 5.03809 98.4957 344.201
Position(361) = 407.063 733.093 568.613
Position(362) = 234.242 90.1075 372.06
Position(363) = 176.154 985.548 390.825
Position(364) = 17.6372 715.079 403.753
Position(365) = 816.448 951.614 481.667
Position(366) = 155.142 185.722 151.38
Position(367) = 113.306 268.895 192.722
Position(368) = 2.69355 548.19 5.80692
Position(369) = 354.391 360.339 698.276
Position(370) = 401.205 815.246 811.441
Position(371) = 3.05142 783.047 183.313
Position(372) = 757.315 181.881 304.614
Position(373) = 11.8782 109.281 356.238
Position(374) = 843.929 865.84 903.793
Position(375) = 240.949 643.58 418.182
Position(376) = 436.134 997.514 163.361
Position(377) = 3.86498 490.309 803.714
Position(378) = 156.128 569.233 776.507
Position(379) = 0.776114 856.183 957.593
Position(380) = 264.122 844.729 869.121
Position(381) = 689.446 949.501 15.1056
Position(382) = 591.358 437.38 561.079
Position(383) = 838.596 278.475 465.984
Position(384) = 74.4215 476.273 711.939
Position(385) = 748.152 338.821 284.987
Position(386) = 736.767 543.58 904.389
Position(387) = 256.001 428.269 669.536
Position(388) = 482.077 857.658 834.708
Position(389) = 76.9115 184.763 674.451
Position(390) = 451.522 568.024 787.225
Position(391) = 419.898 230.971 342.424
Position(392) = 66.3863 622.019 971.664
Position(393) = 534.61 296.626 32.2697
Position(394) = 389.132 2.99487 419.443
Position(395) = 30.1777 833.93 69.6087
Position(396) = 891.04 49.8772 938.053
Position(397) = 666.756 13.2916 156.742
Position(398) = 80.2741 491.282 204.463
Position(399) = 802.758 707.008 984.719
Position(400) = 299.729 173.318 25.2736
Position(401) = 644.478 756.696 255.991
Position(402) = 296.108 841.731 985.41
Position(403) = 645.214 931.099 87.5175
Position(404) = 649.483 679.357 909.965
Position(405) = 304.869 213.682 788.361
Position(406) = 69.6525 408.203 194.766
Position(407) = 159.912 620.072 174.604
Position(408) = 395.679 643.209 976.494
Position(409) = 203.07 648.199 286.668
Position(410) = 819.657 919.792 492.338
Position(411) = 74.7238 817.54 845.935
Position(412) = 355.131 292.795 995.229
Position(413) = 198.604 193.946 893.708
Position(414) = 631.017 212.143 32.5917
Position(415) = 222.744 920.672 903.553
Position(416) = 218.533 151.122 939.79
Position(417) = 852.417 540.656 876.228
Position(418) = 46.3824 473.96 963.368
Position(419) = 617.354 999.577 916.657
Position(420) = 769.165 744.682 602.775
Position(421) = 198.983 673.413 318.36
Position(422) = 773.457 954.388 282.467
Position(423) = 132.991 770.735 496.261
Position(424) = 114.347 858.736 822.524
Position(425) = 439.17 495.989 136.733
Position(426) = 492.707 972.449 686.348
Position(427) = 418.841 620.733 273.028
Position(428) = 765.838 263.12 235.186
Position(429) = 184.72 592.844 435.018
Position(430) = 1.30769 437.415 209.777
Position(431) = 997.895 750.184 795.951
Position(432) = 529.223 817.07 731.056
Position(433) = 199.078 386.061 981.867
Position(434) = 266.209 360.177 369.329
Position(435) = 500.188 664.056 957.431
Position(436) = 893.206 306.986 809.718
Position(437) = 971.537 778.288 316.64
Position(438) = 26.293 961.33 274.187
Position(439) = 919.475 799.882 265.909
Position(440) = 545.114 318.093 190.254
Position(441) = 840.482 587.539 261.196
Position(442) = 847.803 778.061 964.09
Position(443) = 621.298 796.2 459.674
Position(444) = 548.108 30.2329 939.875
Position(445) = 816.04 782.512 18.0799
Position(446) = 914.749 326.639 440.181
Position(447) = 900.189 1.17987 60.6229
Position(448) = 823.998 911.489 544.646
Position(449) = 456.238 348.796 787.37
Position(450) = 743.591 649.03 136.044
Position(451) = 379.508 601.81 476.055
Position(452) = 955.595 646.975 646.124
Position(453) = 314.482 445.526 763.759
Position(454) = 963.666 499.143 241.744
Position(455) = 727.407 68.2536 795.536
Position(456) = 669.389 108.306 738.835
Position(457) = 749.884 750.567 453.058
Position(458) = 474.072 429.392 123.64
Position(459) = 751.815 368.317 714.793
Position(460) = 911.387 502.829 387.656
Position(461) = 787.638 623.711 413.423
Position(462) = 425.665 231.29 705.881
Position(463) = 308.045 295.943 415.845
Position(464) = 489.876 468.918 904.047
Position(465) = 751.778 940.168 920.833
Position(466) = 820.79 672.573 413.407
Position(467) = 882.941 378.367 278.677
Position(468) = 823.855 670.142 710.972
Position(469) = 367.964 442.436 628.104
Position(470) = 902.09 411.903 488.613
Position(471) = 115.804 497.704 406.954
Position(472) = 463.229 729.232 149.33
Position(473) = 300.179 389.653 131.037
Position(474) = 44.5506 536.392 573.478
Position(475) = 619.992 382.995 768.825
Position(476) = 722.033 371.46 885.515
Position(477) = 207.307 978.426 370.786
Position(478) = 350.792 544.727 260.494
Position(479) = 856.248 659.874 294.732
Position(480) = 837.366 759.253 79.0263
Position(481) = 557.711 111.417 858.917
Position(482) = 458.532 769.561 256.656
Position(483) = 425.192 896.405 58.1967
Position(484) = 443.463 903.012 766.095
Position(485) = 93.5684 15.724 99.0803
Position(486) = 770.363 536.393 97.3523
Position(487) = 258.786 316.339 992.75
Position(488) = 36.5222 368.185 100.062
Position(489) = 833.868 674.557 637.822
Position(490) = 740.557 419.901 941.575
Position(491) = 102.788 265.775 457.038
Position(492) = 158.252 633.17 568.958
Position(493) = 126.972 555.139 464.469
Position(494) = 807.457 296.256 533.819
Position(495) = 451.184 769.995 522.865
Position(496) = 275.272 1.98336 592.999
Position(497) = 999.706 729.452 774.669
Position(498) = 85.6902 210.831 638.344
Position(499) = 690.958 7.17401 762.702
Position(500) = 309.443 163.546 510.681
Position(501) = 605.853 177.541 749.052
Position(502) = 155.262 561.861 474.319
Position(503) = 326.499 367.566 625.593
Position(504) = 517.255 417.654 647.956
Position(505) = 925.687 825.881 571.783
Position(506) = 531.193 537.571 353.043
Position(507) = 518.35 628.228 834.485
Position(508) = 897.389 116.823 275.218
Position(509) = 119.71 961.867 509.638
Position(510) = 162.664 527.296 986.259
Position(511) = 397.145 440.789 261.408
Position(512) = 850.838 150.491 905.066
Position(513) = 743.268 975.57 255.599
Position(514) = 244.231 119.731 957.696
Position(515) = 269.802 996.732 742.297
Position(516) = 215.824 589.015 661.04
Position(517) = 354.151 269.548 564.215
Position(518) = 483.175 749.882 118.22
Position(519) = 413.607 998.786 843.461
Position(520) = 571.634 318.265 952.279
Position(521) = 625.959 684.318 442.001
Position(522) = 900.515 457.197 188.977
Position(523) = 796.479 919.651 840.105
Position(524) = 363.292 557.595 583.357
Position(525) = 775.455 89.3944 109.303
Position(526) = 311.514 326.192 255.723
Position(527) = 314.281 403.525 939.093
Position(528) = 581.509 270.672 203.801
Position(529) = 278.591 808.544 532.779
Position(530) = 289.946 709.585 907.62
Position(531) = 454.542 780.793 625.603
Position(532) = 381.252 803.391 813.579
Position(533) = 397.229 184.072 695.219
Position(534) = 294.92 595.928 626.297
Position(535) = 241.123 273.453 916.679
Position(536) = 488.623 546.362 296.777
Position(537) = 936.607 241.066 173.032
Position(538) = 567.368 893.626 35.8459
Position(539) = 365.092 680.791 697.227
Position(540) = 625.877 615.544 237.214
Position(541) = 577.926 886.77 778.154
Position(542) = 107.74 277.115 684.445
Position(543) = 44.7661 506.628 550.517
Position(544) = 324.408 278.981 759.265
Position(545) = 688.167 524.35 755.78
Position(546) = 108.348 153.503 866.36
Position(547) = 546.781 893.439 804.189
Position(548) = 200.983 876.076 648.93
Position(549) = 422.897 24.0935 293.183
Position(550) = 409.85 92.8139 863.778
Position(551) = 674.47 61.3948 512.64
Position(552) = 696.562 180.953 460.727
Position(553) = 456.956 131.098 972.536
Position(554) = 813.043 483.653 529.759
Position(555) = 306.5 282.664 326.255
Position(556) = 996.079 464.658 966.631
Position(557) = 61.2864 43.0308 889.41
Position(558) = 357.588 170.54 208.382
Position(559) = 563.57 361.116 5.76995
Position(560) = 183.266 917.275 23.3306
Position(561) = 911.346 677.023 582.135
Position(562) = 511.991 292.126 684.772
Position(563) = 736.6 429.728 441.788
Position(564) = 522.992 371.425 463.939
Position(565) = 43.0126 215.856 856.539
Position(566) = 45.8812 161.761 10.5538
Position(567) = 630.867 899.963 797.28
Position(568) = 938.611 71.2408 629.39
Position(569) = 908.569 744.812 818.263
Position(570) = 383.674 592.632 472.493
Position(571) = 95.6827 441.668 596.063
Position(572) = 551.433 35.2541 792.97
Position(573) = 998.271 272.519 586.401
Position(574) = 227.762 810.31 773.41
Position(575) = 103.888 768.39 5.4102
Position(576) = 399.449 654.283 371.612
Position(577) = 720.878 221.345 872.789
Position(578) = 653.302 18.6678 55.5313
Position(579) = 504.49 265.407 727.526
Position(580) = 288.042 652.822 430.089
Position(581) = 677.108 112.863 183.615
Position(582) = 656.278 788.012 250.78
Position(583) = 270.686 905.632 309.183
Position(584) = 706.198 406.557 117.756
Position(585) = 520.003 480.309 656.919
Position(586) = 157.535 197.575 150.225
Position(587) = 253.627 888.241 816.885
Position(588) = 289.964 606.325 38.663
Position(589) = 94.484 102.138 714.677
Position(590) = 177.915 221.727 236.866
Position(591) = 835.084 839.367 253.052
Position(592) = 511.233 451.131 572.365
Position(593) = 678.209 962.726 426.768
Position(594) = 36.4342 341.735 317.137
Position(595) = 366.168 639.304 159.577
Position(596) = 115.572 2.68798 185.065
Position(597) = 689.161 898.414 535.985
Position(598) = 279.832 754.923 791.375
Position(599) = 102.689 317.249 339.177
Position(600) = 771.781 225.407 794.456
Position(601) = 464.93 604.816 770.648
Position(602) = 569.269 458.855 847.04
Position(603) = 867.324 700.695 148.123
Position(604) = 834.794 858.879 301.488
Position(605) = 326.753 868.478 972.007
Position(606) = 502.488 123.298 521.253
Position(607) = 420.837 557.906 506.816
Position(608) = 945.774 367.581 190.651
Position(609) = 300.847 11.6044 539.688
Position(610) = 583.8 824.132 898.792
Position(611) = 814.682 823.118 925.184
Position(612) = 951.643 687.588 968.574
Position(613) = 816.956 52.033 226.34
Position(614) = 469.384 164.696 301.719
Position(615) = 311.258 674.847 375.131
Position(616) = 311.519 517.567 763.618
Position(617) = 800.48 23.6838 686.748
Position(618) = 627.967 998.977 533.549
Position(619) = 984.612 528.243 351.079
Position(620) = 550.286 262.597 525.196
Position(621) = 187.591 919.796 974.98
Position(622) = 924.132 196.511 296.147
Position(623) = 428.407 697.87 845.385
Position(624) = 611.819 794.597 614.874
Position(625) = 31.0578 167.543 785.699
Position(626) = 680.702 351.467 656.626
Position(627) = 29.3338 185.462 458.232
Position(628) = 907.392 711.433 321.432
Position(629) = 856.916 808.415 871.54
Position(630) = 500.449 874.674 558.028
Position(631) = 354.052 597.721 641.951
Position(632) = 543.739 567.198 908.057
Position(633) = 740.963 635.57 389.509
Position(634) = 347.054 714.254 440.151
Position(635) = 435.437 974.016 637.07
Position(636) = 64.2061 93.0861 317.597
Position(637) = 224.943 853.368 871.231
Position(638) = 463.115 311.698 340.688
Position(639) = 975.139 139.132 100.638
Position(640) = 549.815 634.174 266.919
Position(641) = 659.657 716.184 959.106
Position(642) = 381.459 130.585 607.533
Position(643) = 860.883 672.425 779.31
Position(644) = 846.25 559.506 542.884
Position(645) = 539.914 451.642 589.068
Position(646) = 563.082 120.611 251.449
Position(647) = 1.94428 626.138 992.766
Position(648) = 545.483 87.8712 903.449
Position(649) = 62.0805 588.759 595.479
Position(650) = 982.506 62.4887 22.3931
Position(651) = 886.523 781.958 479.037
Position(652) = 27.1417 736.598 55.8933
Position(653) = 625.901 946.907 985.311
Position(654) = 671.626 503.85 235.448
Position(655) = 575.75 965.204 212.678
Position(656) = 527.938 428.285 695.809
Position(657) = 939.529 831.149 486.79
Position(658) = 511.677 713.928 734.023
Position(659) = 338.941 368.573 794.489
Position(660) = 131.505 284.897 524.816
Position(661) = 994.916 280.761 187.412
Position(662) = 50.9121 144.402 263.853
Position(663) = 933.714 705.163 829.476
Position(664) = 445.574 820.491 654.269
Position(665) = 290.471 390.37 5.81837
Position(666) = 813.335 630.685 283.189
Position(667) = 880.434 514.803 498.881
Position(668) = 315.203 44.4444 525.64
Position(669) = 890.731 726.9 749.106
Position(670) = 353.405 20.7529 715.815
Position(671) = 323.119 137.745 179.484
Position(672) = 63.5966 969.535 751.263
Position(673) = 801.23 166.258 958.632
Position(674) = 48.0716 405.761 142.951
Position(675) = 611.54 35.6228 945.884
Position(676) = 289.594 723.582 62.9137
Position(677) = 373.527 992.006 995.514
Position(678) = 405.185 833.095 678.107
Position(679) = 920.56 175.06 243.446
Position(680) = 900.218 521.922 24.7486
Position(681) = 962.831 447.455 305.297
Position(682) = 474.877 777.708 706.934
Position(683) = 723.62 948.45 581.389
Position(684) = 629.377 96.4363 313.799
Position(685) = 800.531 472.109 691.819
Position(686) = 918.149 433.02 689.775
Position(687) = 109.098 657.504 615.16
Position(688) = 274.531 820.129 275.314
Position(689) = 703.873 239.201 776.205
Position(690) = 295.83 459.702 90.2484
Position(691) = 498.671 17.0046 154.067
Position(692) = 302.018 457.532 159.832
Position(693) = 865.497 553.565 700.071
Position(694) = 594.315 528.625 901.01
Position(695) = 480.07 502.62 276.768
Position(696) = 281.473 179.804 89.4655
Position(697) = 600.484 517.662 153.156
Position(698) = 929.232 221.361 640.188
Position(699) = 874.613 76.1821 489.435
Position(700) = 434.425 855.003 167.557
Position(701) = 315.955 917.535 547.14
Position(702) = 274.413 80.563 181.748
Position(703) = 586.642 738.301 822.496
Position(704) = 843.911 153.714 507.298
Position(705) = 797.579 195.526 23.9261
Position(706) = 891.531 214.175 22.5262
Position(707) = 392.989 176.163 68.0565
Position(708) = 864.303 170.744 631.929
Position(709) = 667.421 385.429 650.315
Position(710) = 512.225 769.469 116.269
Position(711) = 227.951 4.2777 414.481
Position(712) = 512.994 74.8611 274.685
Position(713) = 422.411 174.055 250.833
Position(714) = 799.89 663.31 753.291
Position(715) = 90.6062 861.878 283.374
Position(716) = 740.685 227.382 519.591
Position(717) = 478.157 828.54 455.131
Position(718) = 668.922 790.013 122.16
Position(719) = 724.719 93.1128 476.839
Position(720) = 653.579 321.33 386.036
Position(721) = 228.739 710.571 136.087
Position(722) = 341.112 437.976 175.812
Position(723) = 544.097 506.689 695.74
Position(724) = 226.151 733.491 665.964
Position(725) = 806.801 211.931 71.3342
